ppa_work_id,ppa_source_id,ppa_cluster_id,ppa_work_title,ppa_work_author,ppa_work_year,ppa_source,ppa_collections
coo1.ark:/13960/t4bp0n867-p3,coo1.ark:/13960/t4bp0n867,coo1.ark:/13960/t4bp0n867-p3,On Some Technical Elements of Style in Literature,"Stevenson, Robert Louis",1905,HathiTrust,"['Literary', 'Original Bibliography']"
coo1.ark:/13960/t4jm2tj79,coo1.ark:/13960/t4jm2tj79,coo1.ark:/13960/t4jm2tj79,"Greek and Roman versification,","Müller, Lucian, 1836-1898",1892,HathiTrust,"['Literary', 'Original Bibliography', 'Typographically Unique']"
coo1.ark:/13960/t51g18f76,coo1.ark:/13960/t51g18f76,scriptureelements,"The elements of experimental phonetics,","Scripture, E. W. (Edward Wheeler), 1864-",1902,HathiTrust,"['Linguistic', 'Original Bibliography', 'Typographically Unique']"
coo1.ark:/13960/t6640947k,coo1.ark:/13960/t6640947k,coo1.ark:/13960/t6640947k,An outline guide to the study of English lyric poetry.,"Carpenter, Frederic Ives, 1861-1925",1899,HathiTrust,['Literary']
coo1.ark:/13960/t6xw5039c,coo1.ark:/13960/t6xw5039c,coo1.ark:/13960/t6xw5039c,"The rhythmic conception of music,","Glyn, Margaret H. (Margaret Henrietta), 1865-1946",1907,HathiTrust,['Literary']
coo1.ark:/13960/t70v9287j-p68,coo1.ark:/13960/t70v9287j,coo1.ark:/13960/t70v9287j-p68,Uses and Abuses of Metre,"Williams, Ellis, Mrs. Annabel.",1922,HathiTrust,"['Literary', 'Original Bibliography']"
coo1.ark:/13960/t7qn6pt5h,coo1.ark:/13960/t7qn6pt5h,coo1.ark:/13960/t7qn6pt5h,Laws of speech-rhythm,"Thomson, William",1916,HathiTrust,"['Literary', 'Original Bibliography', 'Typographically Unique']"
coo1.ark:/13960/t7tm7s931,coo1.ark:/13960/t7tm7s931,coo1.ark:/13960/t7tm7s931,The psychology of singing:,"Taylor, David C. (David Clark), 1871-1918",1908,HathiTrust,['Linguistic']
coo1.ark:/13960/t84j12b5v,coo1.ark:/13960/t84j12b5v,coo1.ark:/13960/t84j12b5v,The voice;,"Aikin, William Arthur",1920,HathiTrust,['Linguistic']
coo1.ark:/13960/t8ff4b30h,coo1.ark:/13960/t8ff4b30h,coo1.ark:/13960/t8ff4b30h,Virgil's Georgics and the British poets.,"Mustard, Wilfred P. (Wilfred Pirt), 1864-1932",1908,HathiTrust,['Literary']
coo1.ark:/13960/t8hd8d68b,coo1.ark:/13960/t8hd8d68b,coo1.ark:/13960/t8hd8d68b,On the rimes in the authentic poems of William Dunbar ....,"Baildon, H. Bellyse (Henry Bellyse), 1849-1907",1899,HathiTrust,['Literary']
coo1.ark:/13960/t8qc0m55d,coo1.ark:/13960/t8qc0m55d,coo1.ark:/13960/t8qc0m55d,Elocution for advanced pupils;,"Murray, John, professor of elocution",1888,HathiTrust,['Linguistic']
coo1.ark:/13960/t8w95r01n,coo1.ark:/13960/t8w95r01n,coo1.ark:/13960/t8w95r01n,Demonstrations in Greek iambic verse.,"Rouse, W. H. D. (William Henry Denham), 1863-1950",1899,HathiTrust,['Literary']
coo1.ark:/13960/t9960417m,coo1.ark:/13960/t9960417m,coo1.ark:/13960/t9960417m,"The Aristoxenian theory of musical rhythm,","Williams, C. F. Abdy (Charles Francis Abdy), 1855-1923",1911,HathiTrust,"['Literary', 'Original Bibliography', 'Typographically Unique']"
coo1.ark:/13960/t9n30f16x-p26,coo1.ark:/13960/t9n30f16x,coo1.ark:/13960/t9n30f16x-p26,Versification: The Music of Speech,"Brown, Stephen J.",1921,HathiTrust,"['Literary', 'Original Bibliography']"
dul1.ark:/13960/t05x32t3t,dul1.ark:/13960/t05x32t3t,dul1.ark:/13960/t05x32t3t,First book in composition applying the principles of grammar to the art of composing:,"Branson, L. (Levi), b. 1832",1863,HathiTrust,['Linguistic']
dul1.ark:/13960/t0zp4ss73,dul1.ark:/13960/t0zp4ss73,dul1.ark:/13960/t0zp4ss73,Our own school grammar :,"Smythe, Charles W. (Charles Winslow), 1829-1865?",1862,HathiTrust,['Linguistic']
dul1.ark:/13960/t12n5wk7w,dul1.ark:/13960/t12n5wk7w,dul1.ark:/13960/t12n5wk7w,"Smith's English grammar,","Smith, Roswell Chamberlain, 1797-1875",1864,HathiTrust,['Linguistic']
dul1.ark:/13960/t3tt5cs8z,dul1.ark:/13960/t3tt5cs8z,smytheprimary,"Our own primary grammar,","Smythe, Charles W. (Charles Winslow), 1829-1865?",1862,HathiTrust,['Linguistic']
dul1.ark:/13960/t46q2qm7w,dul1.ark:/13960/t46q2qm7w,smytheprimary,"Our own primary grammar,","Smythe, Charles W. (Charles Winslow), 1829-1865?",1861,HathiTrust,['Linguistic']
dul1.ark:/13960/t4hm60s5r,dul1.ark:/13960/t4hm60s5r,yorkenglish,York's English grammar :,"York, Brantley, 1805-1891",1864,HathiTrust,"['Linguistic', 'Literary', 'Typographically Unique']"
dul1.ark:/13960/t4zg7f81h,dul1.ark:/13960/t4zg7f81h,bullionsanalytic,An analytic and practical grammar of the English language.,"Bullions, Peter, 1791-1864",1864,HathiTrust,['Linguistic']
dul1.ark:/13960/t5j970j9d,dul1.ark:/13960/t5j970j9d,dul1.ark:/13960/t5j970j9d,The adventures of Doctor Comicus,,1825,HathiTrust,['Literary']
dul1.ark:/13960/t5r79nd9d-pv,dul1.ark:/13960/t5r79nd9d,dul1.ark:/13960/t5r79nd9d-pv,Essay on Coleridge,"Swinburne, Algernon Charles, 1837-1909",1869,HathiTrust,['Literary']
dul1.ark:/13960/t5w67998k,dul1.ark:/13960/t5w67998k,dul1.ark:/13960/t5w67998k,"An introduction to poetry,","Alden, Raymond Macdonald, 1873-1924",1909,HathiTrust,"['Literary', 'Original Bibliography']"
dul1.ark:/13960/t6252gj3z,dul1.ark:/13960/t6252gj3z,arnoldessayssecond,Essays in criticism.,"Arnold, Matthew, 1822-1888",1911,HathiTrust,['Literary']
dul1.ark:/13960/t6543k69k,dul1.ark:/13960/t6543k69k,arnoldessayssecond,Essays in criticism.,"Arnold, Matthew, 1822-1888",1892,HathiTrust,['Literary']
dul1.ark:/13960/t6640f496,dul1.ark:/13960/t6640f496,dul1.ark:/13960/t6640f496,Voyage to Locuta;,"Graham, Elizabeth Susanna (Davenport) 1762 or 3-1844",1818,HathiTrust,['Literary']
dul1.ark:/13960/t6640hf35,dul1.ark:/13960/t6640hf35,dul1.ark:/13960/t6640hf35,"Our own elementary grammar,","Smythe, Charles W. (Charles Winslow), 1829-1865?",1863,HathiTrust,"['Linguistic', 'Literary']"
dul1.ark:/13960/t6d23816n-pv,dul1.ark:/13960/t6d23816n,dul1.ark:/13960/t6d23816n-pv,Preface [to Lyrical Ballads],"Wordsworth, William.",1802,HathiTrust,"['Literary', 'Original Bibliography']"
dul1.ark:/13960/t6sx72n0w,dul1.ark:/13960/t6sx72n0w,dul1.ark:/13960/t6sx72n0w,Principles of English grammar / By A. S. Worrell.,"Worrell, A. S. (Adolphus Spalding), 1831-1908",1861,HathiTrust,"['Linguistic', 'Literary', 'Typographically Unique']"
dul1.ark:/13960/t80k34w28,dul1.ark:/13960/t80k34w28,yorkenglish,"York's English grammar,","York, Brantley, 1805-1891",1864,HathiTrust,"['Linguistic', 'Literary', 'Typographically Unique']"
dul1.ark:/13960/t83j47g42,dul1.ark:/13960/t83j47g42,yorkanalytical,"An analytical, illustrative, and constructive grammar of the English language,","York, Brantley, 1805-1891",1862,HathiTrust,"['Linguistic', 'Typographically Unique']"
dul1.ark:/13960/t8cg0hx8d,dul1.ark:/13960/t8cg0hx8d,yorkenglish,"York's English grammar,","York, Brantley, 1805-1891",1865,HathiTrust,"['Linguistic', 'Literary', 'Typographically Unique']"
dul1.ark:/13960/t9b57bq47,dul1.ark:/13960/t9b57bq47,whatelyelements,Elements of rhetoric.,"Whately, Richard, 1787-1863",1861,HathiTrust,"['Linguistic', 'Literary']"
hvd.32044002025005,hvd.32044002025005,hallamintroduction2v1,"Introduction to the literature of Europe in the fifteenth, sixteenth, and seventeenth centuries","Hallam, Henry, 1777-1859",1856,HathiTrust,['Literary']
hvd.32044004363289,hvd.32044004363289,hvd.32044004363289,"English retraced, or, Remarks, critical and philological","Gurnhill, James, 1836-1928",1862,HathiTrust,['Literary']
hvd.32044004825881,hvd.32044004825881,hvd.32044004825881,Sketches of the poetical literature of the past half-century in six lectures,"Moir, D. M. (David Macbeth), 1798-1851",1851,HathiTrust,['Literary']
hvd.32044005002282,hvd.32044005002282,hvd.32044005002282,"Allitteratio latina, or, Alliteration in Latin verse reduced to rule","Evans, Walter J. (Walter Jenkin), 1856-",1921,HathiTrust,"['Literary', 'Original Bibliography', 'Typographically Unique']"
hvd.32044009576562-p105,hvd.32044009576562,hvd.32044009576562-p105,Accentual Rhythm in Latin,"Greenough, J. B",1893,HathiTrust,"['Literary', 'Original Bibliography', 'Typographically Unique']"
hvd.32044009607243,hvd.32044009607243,hvd.32044009607243,Gnomic poetry in Anglo-Saxon;,"Williams, Blanche Colton, 1879-1944",1914,HathiTrust,['Literary']
hvd.32044009639899,hvd.32044009639899,hvd.32044009639899,"Latin prose rhythm,","Broadhead, H. D. (Henry Dan)",1922,HathiTrust,"['Literary', 'Original Bibliography']"
hvd.32044009877606,hvd.32044009877606,wattshoraememoir,Horæ Lyricæ and divine songs,"Watts, Isaac, 1674-1748",1854,HathiTrust,['Literary']
hvd.32044009907841-p456,hvd.32044009907841,hvd.32044009907841-p456,A Note on the Verse Structure of Carew,"Sembower, Charles J.",1910,HathiTrust,"['Literary', 'Original Bibliography']"
hvd.32044009957044-p114,hvd.32044009957044,hvd.32044009957044-p114,Review of Longfellow's Ballads and Other Poems,(none),1842,HathiTrust,"['Literary', 'Original Bibliography']"
hvd.32044010332070-pv,hvd.32044010332070,hvd.32044010332070-pv,English Versification,"Saintsbury, George.",1905,HathiTrust,"['Literary', 'Original Bibliography']"
hvd.32044010335081-p97,hvd.32044010335081,hvd.32044010335081-p97,The Cynewulf Question from a Metrical Point of View,"Mather, Frank J.",1892,HathiTrust,"['Literary', 'Original Bibliography']"
hvd.32044010377299,hvd.32044010377299,kameselements,"Elements of criticism,","Kames, Henry Home, Lord, 1696-1782",1852,HathiTrust,"['Linguistic', 'Literary']"
hvd.32044010396893-p105,hvd.32044010396893,hvd.32044010396893-p105,Lanier's Science of English Verse,"Tolman, Albert Harris, 1856-1928",1904,HathiTrust,"['Literary', 'Original Bibliography']"
hvd.32044010396893-p205,hvd.32044010396893,hvd.32044010396893-p205,"Shakespeare and ""The Taming of the Shrew""","Tolman, Albert H.",1904,HathiTrust,"['Literary', 'Original Bibliography']"
hvd.32044010396893-p339,hvd.32044010396893,hvd.32044010396893-p339,The Style of Anglo-Saxon Poetry,"Tolman, Albert H.",1904,HathiTrust,"['Literary', 'Original Bibliography']"
hvd.32044010441657,hvd.32044010441657,hvd.32044010441657,The origin of rhythmical verse in late Latin,"Schlicher, John Jacob, 1869-",1900,HathiTrust,"['Literary', 'Original Bibliography']"
hvd.32044010495000-pliv,hvd.32044010495000,hvd.32044010495000-pliv,Lydgate's Meter,"Schick, J., ed.",1891,HathiTrust,"['Literary', 'Original Bibliography', 'Typographically Unique']"
hvd.32044010621662,hvd.32044010621662,anthonsystemprosody,"A system of Latin prosody and metre,","Anthon, Charles, 1797-1867",1841,HathiTrust,"['Literary', 'Original Bibliography', 'Typographically Unique']"
hvd.32044010699163,hvd.32044010699163,hvd.32044010699163,Studies in Chaucer :,"Lounsbury, Thomas Raynesford, 1838-1915",1892,HathiTrust,"['Literary', 'Original Bibliography']"
hvd.32044011231156,hvd.32044011231156,ellispoets1,Specimens of the early English poets;,"Ellis, George, 1753-1815",1845,HathiTrust,['Literary']
hvd.32044011327319,hvd.32044011327319,arnoldculture,Culture and anarchy;,"Arnold, Matthew, 1822-1888",1869,HathiTrust,['Literary']
hvd.32044011432754-p484,hvd.32044011432754,hvd.32044011432754-p484,The Art of Measuring Verses,"W[helpley], J. D.",1848,HathiTrust,"['Literary', 'Original Bibliography', 'Typographically Unique']"
hvd.32044011590692-p457,hvd.32044011590692,hvd.32044011590692-p457,The 'Speech-Ending' Test Applied to Twenty of Shakespeare's Plays,"Pulling, F. S.",1879,HathiTrust,"['Literary', 'Original Bibliography']"
hvd.32044011679628,hvd.32044011679628,hvd.32044011679628,The romance of Sir Beues of Hamtoun.,,1885,HathiTrust,"['Literary', 'Original Bibliography']"
hvd.32044011840964,hvd.32044011840964,hvd.32044011840964,Res metrica :,"Hardie, William Ross, 1862-1916",1920,HathiTrust,"['Literary', 'Original Bibliography', 'Typographically Unique']"
hvd.32044011856838-p1,hvd.32044011856838,hvd.32044011856838-p1,On Metrical Tests as Applied to Dramatic Poetry.,"Fleay, F[rederick] G[ard].",1874,HathiTrust,"['Literary', 'Original Bibliography']"
hvd.32044011929122,hvd.32044011929122,hvd.32044011929122,The rhetoric of John Donne's verse...,"Melton, Wightman Fletcher, 1867-1944",1906,HathiTrust,"['Literary', 'Original Bibliography', 'Typographically Unique']"
hvd.32044012418034-p261,hvd.32044012418034,hvd.32044012418034-p261,Prosody,"Barnes, William",1854,HathiTrust,"['Literary', 'Original Bibliography', 'Typographically Unique']"
hvd.32044012418034-p277,hvd.32044012418034,hvd.32044012418034-p277,Rhyme,"Barnes, William",1854,HathiTrust,"['Literary', 'Original Bibliography']"
hvd.32044012602504,hvd.32044012602504,hvd.32044012602504,Elegies :,"Lloyd, Mary, ed",1903,HathiTrust,['Literary']
hvd.32044012695839,hvd.32044012695839,hvd.32044012695839,"Greek melic poets,","Smyth, Herbert Weir, 1857-1937, ed",1900,HathiTrust,['Literary']
hvd.32044012913166-pv,hvd.32044012913166,hvd.32044012913166-pv,Introduction [to The Poems of Geoffrey Chaucer Modernized],"Horne, R. H.",1841,HathiTrust,"['Literary', 'Original Bibliography']"
hvd.32044013637319,hvd.32044013637319,warton1118history3,"The history of English poetry, from the close of the eleventh to the commencement of the eighteenth century.","Warton, Thomas, 1728-1790",1824,HathiTrust,['Literary']
hvd.32044014077572,hvd.32044014077572,walkerkey,"A key to the classical pronunciation of Greek, Latin, and scripture proper names :","Walker, John, 1732-1807",1823,HathiTrust,"['Linguistic', 'Typographically Unique', 'Word Lists']"
hvd.32044014224984,hvd.32044014224984,warton1118history1,"The history of English poetry, from the close of the eleventh to the commencement of the eighteenth century.","Warton, Thomas, 1728-1790",1824,HathiTrust,['Literary']
hvd.32044014226955,hvd.32044014226955,hvd.32044014226955,Pāli grammar;,"Minaev, I. P. (Ivan Pavlovich), 1840-1890",1883,HathiTrust,['Linguistic']
hvd.32044014291553,hvd.32044014291553,hvd.32044014291553,"The Chaucer canon,","Skeat, Walter W. (Walter William), 1835-1912",1900,HathiTrust,"['Literary', 'Original Bibliography', 'Typographically Unique']"
hvd.32044014419220-p1,hvd.32044014419220,hvd.32044014419220-p1,A Defence of Poetry [1821],"Shelley, Percy Bysshe",1821,HathiTrust,"['Literary', 'Original Bibliography']"
hvd.32044014419246,hvd.32044014419246,hvd.32044014419246,"Essays, letters from abroad, translations and fragments,","Shelley, Percy Bysshe, 1792-1822",1840,HathiTrust,"['Literary', 'Original Bibliography']"
hvd.32044014490106,hvd.32044014490106,hvd.32044014490106,"Standard alphabet for reducing unwritten languages and foreign graphic systems to a uniform orthography in European letters,","Lepsius, Richard, 1810-1884",1863,HathiTrust,"['Linguistic', 'Typographically Unique']"
hvd.32044014614085,hvd.32044014614085,hvd.32044014614085,The sounds and inflections of the Greek dialects.,"Smyth, Herbert Weir, 1857-1937",1894,HathiTrust,['Literary']
hvd.32044014683114-p426,hvd.32044014683114,hvd.32044014683114-p426,On the Use of Trisyllabic Feet in Iambic Verse,"Bryant, William Cullen.",1819,HathiTrust,"['Literary', 'Original Bibliography', 'Typographically Unique']"
hvd.32044014692362-pxi,hvd.32044014692362,hvd.32044014692362-pxi,An Essay on Alliterative Poetry,"Skeat, W. W.",1868,HathiTrust,"['Literary', 'Original Bibliography']"
hvd.32044014716013,hvd.32044014716013,russellamerican,The American elocutionist :,"Russell, William, 1798-1873",1844,HathiTrust,"['Linguistic', 'Typographically Unique']"
hvd.32044014716021,hvd.32044014716021,rushphilosophy,The philosophy of the human voice:,"Rush, James, 1786-1869",1855,HathiTrust,"['Linguistic', 'Typographically Unique']"
hvd.32044014784474,hvd.32044014784474,hvd.32044014784474,Observations on the language of Chaucer's Troilus.,"Kittredge, George Lyman, 1860-1941",1894,HathiTrust,"['Literary', 'Original Bibliography']"
hvd.32044015366610,hvd.32044015366610,bronsonelocution,"Elocution; or, Mental and vocal philosophy:","Bronson, C. P.",1845,HathiTrust,"['Linguistic', 'Literary']"
hvd.32044015547375,hvd.32044015547375,hvd.32044015547375,The elements of Anglo-Saxon grammar :,"Bosworth, Joseph, 1789-1876",1823,HathiTrust,"['Literary', 'Original Bibliography']"
hvd.32044017980483,hvd.32044017980483,hvd.32044017980483,The Quechua drama Ollanta,"Hills, E. C. (Elijah Clarence), 1867-1932",1914,HathiTrust,['Literary']
hvd.32044018638155,hvd.32044018638155,hvd.32044018638155,The principles of English versification,"Baum, Paull F. (Paull Franklin), 1886-",1922,HathiTrust,['Literary']
hvd.32044018707141,hvd.32044018707141,combepicturesque,"The tour of Doctor Syntax,","Combe, William, 1742-1823",1865,HathiTrust,['Literary']
hvd.32044018763433,hvd.32044018763433,hvd.32044018763433,The Anglo-Norman dialect :,"Menger, Louis Emil, 1871-1903",1904,HathiTrust,['Linguistic']
hvd.32044018842971,hvd.32044018842971,vernonguide,Guide to the Anglo-Saxon tongue :,"Vernon, Edward Johnston, 1814?-1848",1865,HathiTrust,['Linguistic']
hvd.32044018871335,hvd.32044018871335,combepicturesque,The tour of Doctor Syntax in search of the picturesque;,"Combe, William, 1742-1823",1838,HathiTrust,['Literary']
hvd.32044019003797,hvd.32044019003797,coleridgeliterary3,The literary remains of Samuel Taylor Coleridge,"Coleridge, Samuel Taylor, 1772-1834",1836,HathiTrust,"['Literary', 'Original Bibliography']"
hvd.32044019021047,hvd.32044019021047,hvd.32044019021047,A brief sketch of Bengali phonetics.,"Chatterji, Suniti Kumar, 1890-1977",1921,HathiTrust,['Linguistic']
hvd.32044019028273,hvd.32044019028273,hvd.32044019028273,"Comstock's elocution, enlarged :","Comstock, Andrew, 1795-1864",1868,HathiTrust,"['Linguistic', 'Typographically Unique']"
hvd.32044019360155,hvd.32044019360155,coleridgeliterary3,The literary remains of Samuel Taylor Coleridge,"Coleridge, Samuel Taylor, 1772-1834",1836,HathiTrust,"['Literary', 'Original Bibliography']"
hvd.32044019360908,hvd.32044019360908,porteranalysis,Analysis of the principles of rhetorical delivery as applied in reading and speaking,"Porter, Ebenezer, 1772-1834",1833,HathiTrust,"['Linguistic', 'Typographically Unique']"
hvd.32044019415009,hvd.32044019415009,vanderhoffart,The art of elocution;,"Vandenhoff, George, 1820-1885",1847,HathiTrust,"['Linguistic', 'Literary', 'Typographically Unique']"
hvd.32044019567858,hvd.32044019567858,sylvesterlaws,The laws of verse :,"Sylvester, James Joseph, 1814-1897",1870,HathiTrust,['Literary']
hvd.32044019633429,hvd.32044019633429,hvd.32044019633429,The great epic of India;,"Hopkins, Edward Washburn, 1857-1932",1901,HathiTrust,['Literary']
hvd.32044019805324,hvd.32044019805324,coleridgespecimens,Specimens of the table talk of Samuel Taylor Coleridge.,"Coleridge, Samuel Taylor, 1772-1834",1836,HathiTrust,['Literary']
hvd.32044019842491-p53,hvd.32044019842491,hvd.32044019842491-p53,"Ane schort Treatise, conteining some revlis and cautelis to be observit and eschewit in Scottis Poesie","James, VI, King of Scotland.",1869,HathiTrust,"['Literary', 'Original Bibliography']"
